_relevance_score,_school_level_auto,_priority_for_review,case_id,_source,_collected_at,_search_keyword,_serial_number,decision_date,court,case_number,case_title_formal,disposition_summary,original_summary,original_facts_raw,original_law,original_full_text,keywords_auto,_category_auto,type_main,subtypes,role_focus,stage_focus,school_level,applies_to,friendly_title,friendly_summary,recognition,category,sentence,key_factors,not_recognized_reasons,severity_factors,review_status,reviewer,reviewed_at,review_notes
10,초,★★★★★,AUTO-84265,법제처 OPEN API,2026-05-12,미성년자,84265,2006-01-13,대법원,2005도6791,미성년자의제강제추행,판결 선고,[1] 형법 제305조의 미성년자의제강제추행죄의 성립요건<br/>[2] 초등학교 4학년 담임교사(남자)가 교실에서 자신이 담당하는 반의 남학생의 성기를 만진 행위가 미성년자의제강제추행죄에서 말하는 ‘추행’에 해당한다고 한 원심의 판단을 수긍한 사례<br/>,"[1] 형법 제305조의 미성년자의제강제추행죄는 ‘13세 미만의 아동이 외부로부터의 부적절한 성적 자극이나 물리력의 행사가 없는 상태에서 심리적 장애 없이 성적 정체성 및 가치관을 형성할 권익’을 보호법익으로 하는 것으로서, 그 성립에 필요한 주관적 구성요건요소는 고의만으로 충분하고, 그 외에 성욕을 자극·흥분·만족시키려는 주관적 동기나 목적까지 있어야 하는 것은 아니다.<br/>[2] 초등학교 4학년 담임교사(남자)가 교실에서 자신이 담당하는 반의 남학생의 성기를 만진 행위가 미성년자의제강제추행죄에서 말하는 ‘추행’에 해당한다고 한 원심의 판단을 수긍한 사례.<br/>",[1] 형법 제305조 / [2] 형법 제305조<br/>,"【피 고 인】 피고인<br/>【상 고 인】 피고인<br/>【변 호 인】 변호사 위대훈<br/>【원심판결】 서울중앙지법 2005. 8. 30. 선고 2005노2022 판결<br/>【주    문】<br/>상고를 기각한다.<br/><br/>【이    유】형법 제305조의 미성년자의제강제추행죄는 ‘13세 미만의 아동이 외부로부터의 부적절한 성적 자극이나 물리력의 행사가 없는 상태에서 심리적 장애 없이 성적 정체성 및 가치관을 형성할 권익’을 보호법익으로 하는 것으로서, 그 성립에 필요한 주관적 구성요건요소는 고의만으로 충분하고, 그 외에 성욕을 자극·흥분·만족시키려는 주관적 동기나 목적까지 있어야 하는 것은 아니다.<br/>원심은 그 설시 증거들을 종합하여 초등학교 4학년 담임교사(남자)인 피고인이 교실에서 자신이 담당하는 반의 남학생인 피해자의 성기를 4회에 걸쳐 만진 사실을 인정한 다음, 그와 같은 피고인의 각 행위는 비록 교육적인 의도에서 비롯된 것이라 하여도 교육방법으로서는 적정성을 갖추고 있다고 볼 수 없고, 그로 인하여 정신적·육체적으로 미숙한 피해자의 심리적 성장 및 성적 정체성의 형성에 부정적 영향을 미쳤으며, 현재의 사회환경과 성적 가치기준·도덕관념에 부합되지 아니하므로, 형법 제305조에서 말하는 ‘추행’에 해당한다고 판단하였는바, 이러한 원심의 사실인정과 판단은 위의 법리나 이 사건 기록에 비추어 정당한 것으로 수긍되고, 거기에 피고인이 상고이유로 내세운 것처럼 채증법칙 위배로 사실을 오인하거나 미성년자의제강제추행죄의 성립요건에 관한 법리를 오해하는 등으로 판결 결과에 영향을 미친 위법이 없다.<br/>따라서 상고를 기각하기로 하여 주문과 같이 판결한다.<br/><br/>대법관 김황식(재판장) 이규홍 박재윤(주심) 김영란","[""교실"", ""학교""]",형사 (가해 학생 처벌),TODO,[],TODO,TODO,TODO,[],TODO,TODO,TODO,형사,TODO,[],[],[],수집됨 (검수 대기),,,
10,초/중/고,★★★★★,AUTO-78168,법제처 OPEN API,2026-05-12,미성년자,78168,2006-12-08,서울고등법원,2006노1010,미성년자의제강간미수·무고,판결 선고,,,,"【피 고 인】 <br/>【항 소 인】 검사<br/>【검    사】 문대홍<br/>【변 호 인】 변호사 임대영<br/>【원심판결】 춘천지방법원 강릉지원 2006. 5. 15. 선고 2005고합87 판결<br/>【주    문】<br/>원심판결을 파기한다.<br/>피고인을 징역 2년에 처한다.<br/>원심판결 선고 전의 구금일수 138일을 위 형에 산입한다.  <br/><br/>【이    유】1. 항소이유의 요지<br/>  ① 피해자의 진술은 그 내용이 구체적이고 명료할 뿐만 아니라 일관성이 있고, 피해사실이 드러나는 과정이 자연스러우며, 주변의 정황들도 그에 부합한다는 점에서 신빙성이 있고, 만 11세에 불과한 피해자가 체험하지 아니한 성적 경험을 구체적이고 상세하게 진술한다는 것이 쉽지 아니할 것으로 보일 뿐만 아니라 피해자나 피해자의 아버지에게 수사기관에 허위의 사실을 진술하여 피고인으로 하여금 형사처벌을 받도록 할 만한 특별한 동기가 있다고 보기도 어렵고, ② 객관적인 자료인 영수증과 출석부는 피해자나 피해자의 아버지가 의도적으로 조작할 수 없는 것들이고 그 출처나 증거로 제출된 경위에 비추어 고도의 신빙성이 있어 피해자가 학원 수업이 끝난 19:15경 피고인이 운전하는 학원 승합차에 탄 사실이 객관적인 자료에 의하여 인정되며, ③ 피해자의 담임선생님의 진술과 수사기록에 첨부된 상담일지 등의 내용에 의하더라도 이 사건 직후 피해자의 생활태도에 상당한 변화가 있었음이 인정되고, ④ 한편 원심은 
        공소외 1, 
        2, 
        3 등 참고인들의 진술을 근거로 피해자가 18:30경 
        공소외 3 등과 함께 학원 승합차를 타고 가다가 도중에 먼저 내렸을 가능성도 배제할 수 없다고 판단하였으나, 위 참고인들은 모두 나이 어린 미성년자들이고 이 사건 발생일로부터 상당 기간이 경과한 후에 수사기관에 출석하여 진술한 점에 비추어, 학원 출석 여부, 학원 승합차에 누가 타고 있었는지, 학원 승합차의 운행 경로 등 일상적으로 다발하는 일들에 대하여 자신과 무관한 부분까지 상세하게 기억한다는 것 자체가 오히려 상식에 부합하지 아니할 뿐만 아니라, 위 참고인들의 진술에 의하여 인정되는 위와 같은 가능성 역시 객관적인 자료인 영수증과 출석부의 각 기재와 명백히 배치되는 것이어서 쉽게 받아들일 수 없음에도 불구하고, 원심은, 신빙성이 없는 위 참고인들의 진술을 믿어 오히려 신빙성이 있는 피해자의 진술과 영수증, 출석부 등 객관적인 증거들까지 배척한 다음 공소사실을 인정할 증거가 없다는 이유로 무죄를 선고함으로써 사실을 오인하여 판결에 영향을 미친 위법을 범하였다.
      <br/>2. 항소이유에 대한 판단<br/>  가. 공소사실의 요지<br/>    피고인에 대한 이 사건 공소사실의 요지는 아래 범죄사실란 기재와 같다. <br/>  나. 피고인의 변소내용 <br/>    피고인은 경찰에서부터 이 법정에 이르기까지 일관되게 위 공소사실과 같은 일시, 장소에서 피해자를 간음하려고 한 사실이 없고, 피해자는 이 사건 당일 19:15경이 아니라 18:30경에 출발하여 정상적인 경로로 운행된 학원 승합차를 타고 가다가 다른 일부 수강생들보다 먼저 내려 귀가하였다고 주장하며 공소사실을 다툰다.<br/>  다. 원심의 판단<br/>    원심은, 피해자 진술의 구체성과 명료성, 일관성, 피해사실이 드러나는 과정의 자연스러움, 피해자 진술에 부합하는 주변 정황 등을 모두 종합해 볼 때, 피고인의 변소와 달리 피해자가 2005. 4. 8. 19:15경 출발하는 학원 승합차를 타고 집으로 귀가하다가 피고인의 의도적인 운행 경로 변경으로 혼자 남게 되었고, 그때 피고인이 피해자를 간음하려고 한 것이 아닌가 하는 의심이 들기도 하나, 기록에 의하면, ① 피해자는 2005. 4. 8. 19:15경에 출발한 학원 승합차의 운행 경로 및 탑승한 수강생에 관하여, “동해시 
        (동 이름 생략)동에 있는 학원에서 출발하여 (동해항을 지난 지점에 있는) 현진에버빌아파트에서 선영 언니가 먼저 내리고, 그 다음에 (동해항 쪽으로 되돌아가) 효가사거리에서 
        (학교 이름 생략)고등학교 쪽(북삼동 쪽)으로 가서 부영아파트에서 은비 언니를 내려주고, 다시 삼척 방향으로 가다가 이도주공아파트에서 
        (동 이름 생략)동으로 내려오는 길로 하여 피해자의 집 방향으로 가다가, 피해자의 집을 지나 이주민 단지에 살고 있는 학원 수강생을 태워야 한다는 이유로 이주민 단지까지 갔다”라고 하여, 이 사건이 발생하기 직전에 
        공소외 1, 
        2와 함께 학원 승합차에 타고 있었던 것으로 진술하고 있으나, 
        공소외 1과 
        공소외 2는 모두 그날 피해자 
        공소외 4와 함께 학원 승합차를 탔는지조차 기억하지 못하고 있으며, 오히려 이러한 운행경로는 
        공소외 2가 진술하는 앞서 본 운행경로와도 상이하고, 한편 
        공소외 1은 자신이 
        공소외 2의 진술대로 동해항 쪽이 아닌 북삼동 쪽으로 먼저 운행하는 학원 승합차에 탑승한 적은 단 한 번도 없으며(따라서 
        공소외 2가 진술하는 경로변경 운행 당시 
        공소외 1은 탑승치 않은 셈이다), 
        공소외 2 역시 자신과 
        공소외 1 및 피해자가 학원 승합차에 함께 탑승하였다가 피해자가 제일 나중에 내린 적은 단 한 번도 없었다고 각 진술하고 있는 사실(수사기록 206 내지 208쪽), ② 피해자는 동해시 
        (상세번지 및 아파트명 생략)아파트에 있는 피고인의 처가의 바로 앞 단독주택에서 살고 있고, 피고인은 “2005. 4. 8. 19:00경 위 아파트 부근에서 자신의 처인 
        공소외 5로부터 고구마를 받게 되었는데, 피해자는 그 곳에서 내리면서 ‘나도 고구마가 먹고 싶은데’라고 말하였으며, 그 당시 학원 승합차 안에는 
        공소외 3이 타고 있었고, 그 후 동해시 
        (동 이름 생략)동에 있는 주공아파트에 
     ","[""소외"", ""학교""]",형사 (가해 학생 처벌),TODO,[],TODO,TODO,TODO,[],TODO,TODO,TODO,형사,TODO,[],[],[],수집됨 (검수 대기),,,
10,초/중,★★★★★,AUTO-68724,법제처 OPEN API,2026-05-12,정보통신망 명예훼손,68724,2007-06-01,대법원,2006도1538,명예훼손·정보통신망이용촉진및정보보호등에관한법률위반(명예훼손),판결 선고,[1]           정보통신망 이용촉진 및 정보보호 등에 관한 법률 제61조 제1항의 ‘사람을 비방할 목적’의 의미 및 그 판단 방법        <br/>[2]           정보통신망 이용촉진 및 정보보호 등에 관한 법률 제61조 제2항의 ‘허위사실 적시에 의한 명예훼손죄’의 성립 요건 및 ‘허위의 사실’ 해당 여부의 판단 기준        <br/>,,[1]         정보통신망 이용촉진 및 정보보호 등에 관한 법률 제61조 제1항 / [2]         정보통신망 이용촉진 및 정보보호 등에 관한 법률 제61조 제2항<br/>,"【피 고 인】 피고인<br/>【상 고 인】 피고인 및 검사피고인<br/>【변 호 인】 변호사 권정순<br/>【원심판결】 의정부지법 2006. 2. 9. 선고 2005노1725 판결<br/>【주    문】<br/>원심판결 중 유죄부분을 파기하고, 이 부분 사건을 의정부지방법원 본원 합의부에 환송한다.  검사의 상고를 기각한다.<br/><br/>【이    유】상고이유를 본다.<br/>  1. 피고인의 상고이유에 대하여<br/>  가. 원심은, 피고인이 청와대 인터넷 신문고 사이트에 구리시장인 피해자 공소외 2를 비방할 목적으로 ""학교장도 반대하는 통학로 차량통행 공사로 1500명 어린 초등생...""이라는 제목 하에 ""구리시장이 직무유기를 하였다. 개발제한구역에 위치한 구리시장 개인 땅의 해제를 위하여 개발제한구역 변경안이 추진되었다. 구리시장은 이 일대의 개발제한구역 해제를 위하여 무리하게 공사를 강행하고 있다.""라고 공연히 허위의 사실을 적시하여 피해자의 명예를 훼손하였다는 정보통신망 이용촉진 및 정보보호 등에 관한 법률 위반(명예훼손)의 공소사실을 유죄로 인정한 제1심판결을 유지하였다.<br/>  나. 위와 같은 원심의 조치는 다음과 같은 이유로 수긍할 수 없다.<br/>  (1)         정보통신망 이용촉진 및 정보보호 등에 관한 법률(이하 ‘법’이라고만 한다) 제61조의 ‘사람을 비방할 목적’이라 함은 가해의 의사 내지 목적을 요하는 것으로서 공공의 이익을 위한 것과는 행위자의 주관적 의도의 방향에 있어 서로 상반되는 관계에 있다고 할 것이므로, 적시한 사실이 공공의 이익에 관한 것인 경우에는 특별한 사정이 없는 한 비방할 목적은 부인된다고 봄이 상당하고, 여기에서 ‘적시한 사실이 공공의 이익에 관한 경우’라 함은 적시된 사실이 객관적으로 볼 때 공공의 이익에 관한 것으로서 행위자도 주관적으로 공공의 이익을 위하여 그 사실을 적시한 것이어야 하는데, 공공의 이익에 관한 것에는 널리 국가ㆍ사회 기타 일반 다수인의 이익에 관한 것뿐만 아니라 특정한 사회집단이나 그 구성원 전체의 관심과 이익에 관한 것도 포함하는 것이며, 적시한 사실이 공공의 이익에 관한 것인지 여부는 당해 명예훼손적 표현으로 인한 피해자가 공무원 내지 공적 인물과 같은 공인(公人)인지 아니면 사인(私人)에 불과한지 여부, 그 표현이 객관적으로 국민이 알아야 할 공공성ㆍ사회성을 갖춘 공적 관심 사안에 관한 것으로 사회의 여론형성 내지 공개토론에 기여하는 것인지 아니면 순수한 사적인 영역에 속하는 것인지 여부, 피해자가 그와 같은 명예훼손적 표현의 위험을 자초한 것인지 여부, 그리고 그 표현에 의하여 훼손되는 명예의 성격과 그 침해의 정도, 그 표현의 방법과 동기 등 제반 사정을 고려하여 판단하여야 할 것이다        (        대법원 1998. 10. 9. 선고 97도158 판결,         2005. 10. 14. 선고 2005도5068 판결 등 참조).      <br/>  위와 같은 법리에 비추어 기록을 살피건대, 피고인은 청와대 인터넷 신문고 사이트에 ""학교장도 반대하는 통학로 차량통행 공사로 1500명 어린 초등생...""이라는 제목의 이 사건 민원을 게재하였는데, 그 중 이 사건에서 명예훼손이 문제되는 내용은 ""차량통행을 위한 공사로 인하여 수택초등학교 학생 1,500명에게 교통사고가 발생할 위험이 있는데, 수택초등학교뿐만 아니라 구리여자중학교도 반대함에도 불구하고 구리시는 공사를 강행하고 있다. 협의절차를 무시한 도시과와 구리시장을 직무유기로 고발한다. 학교부지로서는 최악의 조건인 개발제한구역 내 토지가 학교부지로 선정되었는데, 그 부근에 피해자 소유의 땅이 있어 자신의 땅을 해제하기 위한 개발제한구역 변경안이 아니었냐는 의혹을 시민들이 가지고 있다. 구리시가 차량통행을 하게 하겠다는 길이 위 학교부지의 진입로로 사용하려고 한 도로인데, 구리시는 그 일대의 개발제한구역 해제를 위하여 무리하게 공사를 하고 있다.""는 것인바, 피해자는 구리시장으로서 공인이라고 할 것이고, 수택초등학교 학생들의 통학로의 안전 문제는 공공성·사회성을 갖춘 공적 관심 사안에 관한 것일 뿐만 아니라, 이 사건 민원에서 문제되는 부분의 표현이 단정적인 표현에 해당한다고 보기 어려운 점, 구리시청이 수택초등학교 학생들의 통학로로 이용되는 이 사건 도로에 차량통행을 위한 공사를 시행하자, 수택초등학교 학부모들은 피고인(피고인의 자녀 2인이 수택초등학교에 재학 중이었다)을 위원장으로 하는 대책위원회를 결성하여 구리시장인 피해자 및 부시장 등을 면담하면서 보도의 폭을 4m로 확장해 줄 것 등을 요구하였으나 위와 같은 요구가 받아들여지지 않자, 피고인이 청와대 인터넷 신문고 사이트에 이 사건 민원을 게재하기에 이른 점 등에 비추어, 피고인이 적시한 위 사실은 공공의 이익에 관한 것으로 보아야 할 것이고, 달리 피고인에게 피해자를 비방할 목적이 있었다고 보기 어렵다.<br/>  (2)         법 제61조 제2항이 정하는 허위사실 적시에 의한 명예훼손죄가 성립하기 위하여는 범인이 공연히 사실의 적시를 하여야 하고, 그 적시한 사실이 사람의 사회적 평가를 저하시키는 것으로서 허위이어야 하며, 범인이 그와 같은 사실이 허위라고 인식하였어야 하는데, 그 적시된 사실이 허위의 사실인지 여부를 판단함에 있어서는 적시된 사실의 내용 전체의 취지를 살펴볼 때 중요한 부분이 객관적 사실과 합치되는 경우에는 세부(細部)에 있어서 진실과 약간 차이가 나거나 다소 과장된 표현이 있다 하더라도 이를 허위의 사실이라고 볼 수는 없다        (        대법원 2000. 2. 25. 선고 99도4757 판결 등 참조).      <br/>  위와 같은 법리에 비추어 기록을 살펴보면, 구리시청이 인근 학교의 반대에도 불구하고 이 사건 도로에 차량통행을 위한 공사를 진행한 점, 학교부지의 선정 및 위 공사로 인하여 경제적 이익이 발생될 것으로 보이는 개발제한구역 내에 피해자 소유의 토지가 위치하고 있는 점 등 이 사건 민원의 중요 내용이 객관적 사실에 합치된다고 보이고, 그로 인하여 주민들 사이에 학교부지의 선정에 의혹이 있다거","[""명예훼손"", ""집단"", ""소외"", ""학교""]",형사 (가해 학생 처벌),TODO,[],TODO,TODO,TODO,[],TODO,TODO,TODO,형사,TODO,[],[],[],수집됨 (검수 대기),,,
10,초/고,★★★★★,AUTO-220501,법제처 OPEN API,2026-05-12,미성년자,220501,2009-03-11,서울고등법원,2008노969,성폭력범죄의처벌및피해자보호등에관한법률위반(13세미만미성년자강간등),판결 선고,,,,"【피 고 인】 피고인<br/>【항 소 인】 검사<br/>【검    사】 윤종성<br/>【변 호 인】 변호사 정종희<br/>【원심판결】 의정부지방법원 고양지원 2008. 3. 28. 선고 2008고합10 판결<br/>【주    문】<br/>검사의 항소를 기각한다.<br/><br/>【이    유】1. 항소이유의 요지<br/>  피고인이 교사의 지위에서 목회 경력이 있다는 점을 이용하여 초등학교 여학생에 대해 건강검진을 이유로 교묘하게 지능적으로 추행한 사실이 인정됨에도, 원심은 사실을 오인하거나 추행죄에 있어서의 추행 또는 추행의 범의에 관한 법리를 오해하여 공소사실에 대해 범죄의 증명이 없는 경우에 해당한다는 이유로 무죄를 선고함으로써 판결에 영향을 미친 위법이 있다.<br/>2. 판단<br/>가. 공소사실의 요지<br/>  피고인은         ○○초등학교 기간제 교사로 근무하면서 건강검진을 해준다는 구실로 피해자         공소외 1을 추행하기로 마음먹고 2007. 10. 11. 15:10경         ○○초등학교 연구실에서 피고인 권유로 건강검진을 받으러 온 피해자를 책상 위에 눕게 한 다음 피해자 상의 안으로 손을 넣어 가슴과 배를 만져 위계로써 13세 미만의 사람에 대하여 추행을 한 것을 비롯하여 그때부터 2007. 11. 하순경까지 별지 범죄일람표 기재와 같이 8회에 걸쳐 피해자         공소외 1,         공소외 4,         공소외 5의 배, 가슴, 엉덩이 등을 만져 위계로써 13세 미만의 사람에 대하여 추행하였다.      <br/>나.           공소외 1에 대한 추행의 점        <br/>    피고인이         공소외 1의 배와 가슴 부위를 만진 행위가 추행에 해당하는지와 피고인에게 추행의 범의가 있었는지에 관하여 살핀다.       <br/>    (1) 인정사실<br/>      기록에 의하면 다음 각 사실을 인정할 수 있다.<br/>      ① 피고인은 1971년         □□교육대학을 졸업하고, 1971년부터 1977년까지 초등학교 교사로, 1977년부터 1991년까지 여자고등학교 교사로 재직하는 한편, 1988. 3. 15.         □□□회로부터 목사 안수를 받고 1988년 서울 강서구 화곡동에         ♡♡교회를 창립하여 담임목사로 활동하던 중 2007. 9. 6.부터         (상세주소 생략)○○초등학교 기간제 교사로 재직하여 3, 4, 5, 6학년 음악과 5, 6학년 영어를 담당하면서 수업 시간이나 쉬는 시간에 안색이 창백한 초등학생들에 대해 진맥하여 아픈 곳을 나름대로 진단해주었고, 이를 본 호기심 많은 다른 학생들로부터 진맥해달라는 요청도 받았는데,         ○○초등학교는 2006. 3. 1. 개교하여 양호실과 양호선생님이 없어 5학년 1반 담임교사가 아픈 학생들에게 약을 주는 형편이었다.         <br/>      ② 피고인은 2007. 10. 11. 15:10경 예전에 건강이 좋지 않아 보인다고 말해 주었던         공소외 1(여, 12세)이         공소외 3(여, 12세)과 함께 1학년 연구실로 피고인을 찾아와 진맥을 부탁하여, 이들과 함께 기도를 한 다음,         공소외 1의 얼굴색을 살피면서         공소외 1에게 밥을 잘 먹는지 등을 물어보고 손목의 맥을 짚어 본 다음 책상 위에 눕게 하여         공소외 1의 옷 속으로 손을 넣어 배꼽 옆 2cm 정도 되는 부위를 손가락으로 눌러보고 흉부 중앙 부위를 손바닥으로 눌러 보거나 가슴 옆 부위를 손가락으로 두들겨 보았고(이하 ""검진행위""이라 한다), 이어         공소외 3에 대해서도 비슷한 검진행위를 하였다.      <br/>      ③         공소외 1은 그날 어머니에게 피고인이 자신의 가슴 부위 등을 만지면서 검진행위를 한 사실을 말하여 어머니로부터 선생님이니까 검진행위도 할 수 있다는 말을 들었고, 친구들에게 피고인으로부터 검진행위를 받은 사실을 자랑하여 2007. 10. 12. 15:10         공소외 3,         공소외 6,         공소외 7과 함께 건강검진을 받고자 1학년 연구실로 피고인을 찾아가 그 전날과 비슷한 방법으로 검진을 받은 후에 피고인에게 건강검진법을 가르쳐달라고 요청하였다.       <br/>      ④ 피고인은 2007. 10. 13. 15:10경         공소외 1이         공소외 2,         공소외 3과 함께 1학년 연구실로 다시 찾아 오자 이들에게 사람의 신체 부위 명칭이 기재된 건강검진자료도 나눠주고         공소외 1 등을 상대로 시범적으로 검진하면서 검진방법을 가르쳐주었고, 이날 처음으로 피고인을 찾은         공소외 2에 대해 사상체질 중 어떤 체질인지 감별하기 위해 가슴통을 잰다는 이유로 가슴을 쓰다듬듯 하면서 가슴 부위의 여기저기를 눌러보았다.      <br/>      ⑤ 피고인은 2007. 11. 초순경         공소외 1,         공소외 2,         공소외 3,         공소외 6,         공소외 7 등 5명이 찾아 와서 이전과 비슷한 방법으로 검진행위를 하였는데, 그 과정에서         공소외 2로부터 검진행위 전에 ""맥만 짚어달라""라는 요청을 받았으나 가슴을 손바닥으로 약간 쥐는 듯한 방법으로 만졌다.       <br/>      ⑥ 피고인은 2007. 11. 9.         공소외 1 어머니가 학교로 전화하여 피고인의 검진행위에 항의하자         공소외 1 담임선생님과 함께         공소외 1 어머니를 방문하여 학부모 동의 없이 검진행위를 한 것에 대해 사과하고         공소외 1 어머니의 부탁대로 앞으로는 검진행위를 하지 않겠다는 약속을 하였고, 2007. 11. 12. 교장선생님에게 경위서를 제출하였다.      <br/>      ⑦ 검진행위가 이루어진 1학년 연구실은 건물 2층 중앙 부분에 위치하고, 복도에서 커튼 없는 투명 유리창을 통해 내부가 들여다보이며, 왼쪽으로 컴퓨터","[""소외"", ""복도"", ""학교"", ""진단"", ""병원""]",형사 (가해 학생 처벌),TODO,[],TODO,TODO,TODO,[],TODO,TODO,TODO,형사,TODO,[],[],[],수집됨 (검수 대기),,,
